Company,TypeName,Inches,ScreenResolution,Ram(GB),OpSys,Weight(kg),Price_euros,HDD,SSD,TouchScreen,IPS,PPI,CpuName,GpuBrand
3,5,13.3,4,8,1,1.6,999.0,0,256,1,1,165.63,33,1
6,6,15.6,4,16,1,2.18,1855.0,0,512,0,0,141.21,34,2
6,2,14.0,4,8,1,1.8,1191.0,0,256,0,0,157.35,33,1
2,2,17.3,4,6,1,2.71,655.01,2000,0,0,1,127.34,1,0
6,4,15.6,4,8,1,2.5,1249.0,1000,128,0,1,141.21,34,2
5,2,14.0,4,8,3,1.64,1089.0,0,256,0,0,157.35,33,2
5,2,15.6,4,8,3,1.98,726.0,1000,0,0,0,141.21,33,1
4,2,14.0,4,4,1,1.5,298.0,0,0,0,0,157.35,29,1
5,2,15.6,4,16,1,1.93,1426.66,0,512,0,0,141.21,33,1
6,2,14.0,4,8,1,1.87,857.07,0,256,0,1,157.35,33,2
5,2,15.6,4,8,1,1.9,1179.0,0,256,0,0,141.21,33,1
6,2,15.6,1,4,1,2.19,298.0,500,0,0,0,100.45,6,0
15,2,14.0,5,4,1,1.4,265.0,32,0,0,1,161.73,25,1
2,2,17.3,4,8,1,2.63,1200.0,0,256,0,0,127.34,34,2
6,1,14.0,9,8,1,1.17,1686.64,0,512,0,1,209.8,34,1
2,5,13.3,1,8,1,1.58,836.6,0,256,1,1,117.83,33,1
6,1,14.0,4,8,1,1.32,1499.0,0,256,0,1,157.35,33,1
5,4,17.3,15,32,1,4.36,3659.4,1000,1000,0,0,254.67,34,2
8,4,17.3,4,8,1,2.7,1348.48,1000,128,0,0,127.34,34,2
6,2,15.6,1,4,4,1.9,489.9,1000,0,0,0,100.45,33,1
5,2,15.6,4,8,1,2.2,719.0,1000,128,0,0,141.21,33,0
5,5,13.3,4,4,1,1.71,649.0,1000,0,1,0,165.63,32,1
5,2,15.6,1,8,3,2.32,589.52,1000,0,0,0,100.45,33,0
2,2,15.6,4,4,1,2.1,489.0,1000,0,0,0,141.21,11,0
3,4,17.3,4,16,1,4.2,1935.0,1000,128,0,1,127.34,34,2
5,2,15.6,1,12,1,2.25,649.0,1000,0,0,0,100.45,33,1
2,2,15.6,4,6,1,2.1,650.0,1000,128,0,0,141.21,12,0
3,2,15.6,1,4,1,2.4,559.0,500,0,0,0,100.45,33,1
6,2,13.3,4,8,1,1.44,960.0,0,256,0,1,165.63,33,1
6,2,15.6,4,4,1,1.85,779.0,1000,0,0,0,141.21,34,1
2,6,15.6,4,16,1,2.6,2419.0,0,256,0,0,141.21,34,2
5,5,13.3,4,8,1,1.55,659.0,1000,0,1,0,165.63,33,1
8,4,15.6,4,16,1,1.8,2094.48,1000,256,0,0,141.21,34,2
3,2,15.6,1,4,1,2.4,410.8,500,0,0,0,100.45,32,1
5,2,15.6,4,8,1,2.0,1207.0,1000,128,0,0,141.21,34,2
5,2,15.6,1,8,1,2.0,665.0,0,256,0,0,100.45,32,1
10,2,14.0,4,8,1,1.25,1535.0,0,256,1,1,157.35,33,1
6,5,14.0,4,8,1,1.7,999.0,0,256,1,0,157.35,33,1
6,6,15.6,15,16,1,2.5,3299.0,0,1000,0,1,282.42,34,2
3,2,14.0,1,2,4,1.68,330.0,0,0,0,0,111.94,29,1
16,1,13.3,4,16,1,0.81,1649.0,0,256,0,0,165.63,34,1
2,2,15.6,4,8,1,1.86,539.0,0,256,0,0,141.21,32,1
5,2,14.0,1,8,1,1.6,1126.71,0,256,0,0,111.94,33,1
2,6,17.3,4,16,1,3.0,4389.0,0,256,0,1,127.34,38,2
6,3,11.6,1,4,1,1.4,475.0,0,128,1,0,135.09,29,1
2,2,15.6,4,8,1,1.84,1900.0,0,256,0,0,141.21,33,1
4,2,15.6,1,4,4,2.45,579.0,1000,0,0,0,100.45,33,2
6,1,14.0,4,4,1,1.7,1096.0,0,180,0,0,157.35,33,1
4,2,15.6,1,4,1,2.37,849.9,0,256,0,0,100.45,34,1
6,5,13.3,14,8,1,1.3,1199.0,0,256,1,1,276.05,33,1
2,2,15.6,4,8,1,2.2,1099.0,1000,128,0,1,141.21,33,2
2,6,15.6,4,8,1,2.59,1561.0,0,256,0,0,141.21,34,2
5,4,15.6,15,16,1,4.42,2868.99,1000,256,0,1,282.42,34,2
3,2,15.6,1,4,1,2.1,599.0,0,256,0,0,100.45,33,1
6,4,15.6,4,8,1,2.5,1048.0,1000,128,0,1,141.21,34,2
5,1,12.5,4,16,1,1.18,1859.0,0,256,0,0,176.23,34,1
17,1,12.3,10,8,4,1.1,1559.0,0,256,1,0,234.51,33,1
4,1,13.3,14,8,1,1.2,1129.0,0,256,0,1,276.05,33,1
5,2,13.3,1,4,1,1.65,849.0,500,0,0,0,117.83,32,1
3,2,13.3,1,4,1,1.6,655.0,0,128,0,0,117.83,33,1
4,2,17.3,1,4,1,2.8,470.34,1000,0,0,0,90.58,36,2
5,4,15.6,15,16,1,2.72,1099.0,1000,128,1,1,282.42,34,2
16,1,13.3,4,8,1,1.31,1599.0,0,256,1,0,165.63,34,1
3,2,15.6,1,4,3,2.1,298.0,1000,0,0,0,100.45,36,1
5,2,15.6,4,16,1,2.3,1181.27,0,256,0,0,141.21,34,0
16,5,15.0,4,16,1,1.71,1799.0,0,256,1,0,146.86,34,0
10,2,14.0,1,4,1,1.75,1020.0,0,128,0,1,111.94,33,1
5,4,15.6,4,8,1,2.62,1099.0,1000,0,0,0,141.21,34,2
2,1,12.5,1,4,1,1.26,1244.0,0,256,0,0,125.37,33,1
4,5,15.6,4,12,1,2.3,839.0,2000,0,1,0,141.21,34,2
6,2,15.6,15,16,1,2.5,2370.0,0,512,0,0,282.42,34,2
3,2,14.0,4,4,1,1.8,636.0,0,128,0,1,157.35,32,1
14,4,14.0,4,16,1,1.95,2899.0,0,512,0,0,157.35,34,2
4,2,15.6,4,8,1,2.0,581.9,0,128,0,0,141.21,35,1
5,4,17.3,4,32,1,4.42,3588.8,1000,1000,0,1,127.34,34,2
4,4,17.3,4,16,1,4.3,2350.0,1000,256,0,1,127.34,34,2
10,1,14.0,4,16,1,1.47,1764.0,0,512,0,1,157.35,34,2
6,2,15.6,1,8,4,2.2,329.0,1000,0,0,0,100.45,30,1
6,1,14.0,4,16,1,1.7,2299.0,0,512,0,0,157.35,34,1
8,4,14.0,4,16,1,1.6,1891.0,1000,256,0,1,157.35,34,2
8,4,15.6,4,8,1,2.2,1089.0,1000,128,0,0,141.21,33,2
6,4,15.6,4,4,1,2.4,999.0,1000,0,0,1,141.21,34,2
3,4,17.3,4,16,1,4.2,2299.0,1000,256,0,1,127.34,34,2
5,4,15.6,4,8,1,2.62,985.0,0,256,0,0,141.21,33,2
4,4,15.6,4,8,1,2.24,1339.0,1000,128,0,0,141.21,34,2
13,2,14.0,4,4,1,1.22,202.9,0,0,0,0,157.35,29,1
6,5,13.3,4,8,1,1.37,1970.0,0,512,1,1,165.63,34,1
6,5,15.6,4,8,1,2.08,959.0,0,256,1,0,141.21,33,0
1,1,12.0,7,8,2,0.92,1165.0,0,0,0,1,226.42,31,1
6,5,14.0,9,8,1,1.42,2330.0,0,256,1,1,209.8,33,1
4,2,14.0,1,4,1,1.63,299.0,0,0,0,0,111.94,29,1
5,2,15.6,1,8,1,1.95,810.0,0,128,0,0,100.45,33,1
6,5,13.9,4,8,1,1.38,1349.0,0,256,1,1,158.48,34,1
5,2,15.6,4,8,1,2.0,739.0,0,256,0,0,141.21,32,0
2,6,15.6,4,8,1,3.14,2064.9,0,256,0,0,141.21,34,2
4,2,15.6,4,8,1,2.37,1099.0,0,256,0,0,141.21,33,1
5,1,13.3,4,8,1,1.29,1499.0,0,256,0,0,165.63,33,1
5,2,15.6,15,8,1,2.06,1749.0,0,256,1,0,282.42,33,2
5,3,11.6,1,4,1,1.63,744.0,0,128,0,0,135.09,36,1
2,3,12.5,1,8,1,1.26,1389.0,0,256,0,0,125.37,33,1
10,2,15.6,1,4,1,2.1,780.0,500,0,0,0,100.45,33,1
2,2,15.6,1,8,1,2.04,629.0,2000,0,0,0,100.45,3,0
5,4,15.6,15,16,1,2.62,1679.0,0,512,0,0,282.42,34,2
6,2,15.6,4,4,1,2.4,609.0,1000,0,0,0,141.21,33,2
2,4,17.3,4,12,1,3.74,1749.0,1000,0,0,1,127.34,34,0
8,4,17.3,4,16,1,2.9,2415.0,1000,512,0,0,127.34,34,2
16,1,13.3,4,8,1,0.81,1499.0,0,256,0,0,165.63,33,1
5,2,15.6,4,8,1,1.98,961.0,1000,0,0,0,141.21,34,2
5,2,15.6,4,8,1,2.18,789.81,0,256,0,0,141.21,33,0
6,1,14.0,4,8,1,1.32,1859.0,0,256,0,0,157.35,34,1
14,1,12.5,15,16,1,1.29,1799.0,0,512,1,1,352.47,34,1
2,3,11.6,1,4,4,1.23,385.0,0,0,0,0,135.09,29,1
5,4,17.3,4,16,1,4.36,2505.02,1000,128,0,1,127.34,34,2
5,2,14.0,1,4,1,1.76,755.0,500,0,0,0,111.94,33,1
6,2,15.6,1,4,1,2.1,489.9,500,0,0,0,100.45,32,1
10,1,14.0,1,4,1,1.25,1090.0,0,128,0,0,111.94,33,1
6,1,14.0,4,8,1,1.13,2499.0,0,512,0,1,157.35,34,1
8,4,15.6,4,8,1,2.4,1199.0,0,256,0,0,141.21,33,2
6,1,14.0,4,8,1,1.13,1875.0,0,0,0,1,157.35,33,1
10,2,14.0,1,4,1,1.75,499.0,0,128,0,0,111.94,35,1
4,5,13.3,4,8,1,1.1,1358.0,0,256,1,0,165.63,33,1
5,2,14.0,1,4,1,1.76,585.0,500,0,0,0,111.94,32,1
3,3,11.6,1,4,4,1.35,355.0,0,0,0,1,135.09,29,1
3,2,14.0,4,8,1,1.5,619.0,0,128,0,1,157.35,32,1
14,4,17.3,15,32,1,3.49,5499.0,0,512,1,0,254.67,34,2
6,1,14.0,9,16,1,1.1,2099.0,0,512,0,1,209.8,34,1
4,2,15.6,4,4,3,2.1,519.0,1000,0,0,0,141.21,33,2
6,2,14.0,4,8,1,1.7,1186.0,0,256,0,0,157.35,33,1
6,2,14.0,4,8,1,1.32,1650.0,0,256,0,1,157.35,33,1
5,4,15.6,4,16,1,3.21,2774.63,1000,256,0,0,141.21,34,2
4,4,17.3,4,16,1,2.9,2419.0,1000,256,0,0,127.34,34,2
10,2,15.6,1,4,1,2.0,669.0,500,0,0,0,100.45,32,1
6,2,14.0,1,4,4,1.5,325.0,0,0,0,0,111.94,30,1
4,2,15.6,4,8,1,2.3,590.0,128,0,0,0,141.21,33,1
4,4,17.3,4,16,1,2.73,1799.0,1000,512,0,0,127.34,34,2
5,4,17.3,4,32,1,4.42,3072.89,1000,512,0,1,127.34,34,2
2,2,17.3,3,8,1,2.63,910.0,1000,0,0,0,106.11,33,2
5,2,15.6,1,8,1,2.18,713.99,0,128,0,0,100.45,33,1
2,1,14.0,4,8,1,1.54,1870.0,0,512,0,0,157.35,34,1
5,2,15.6,4,4,1,2.18,739.0,0,256,0,0,141.21,34,0
2,5,11.6,1,4,4,1.4,615.0,0,0,1,0,135.09,29,1
4,1,13.3,4,8,1,1.45,1026.0,0,512,0,1,165.63,33,2
2,5,13.3,4,8,1,1.28,2277.0,0,256,1,0,165.63,33,1
2,1,14.0,4,8,1,1.54,1468.0,0,512,0,0,157.35,34,1
2,2,15.6,1,4,4,1.86,299.0,0,128,0,0,100.45,29,1
4,4,15.6,4,16,1,2.1,1899.0,1000,128,0,0,141.21,34,2
5,2,17.3,4,8,3,2.83,865.0,1000,0,0,0,127.34,34,0
6,1,14.0,4,8,1,1.96,1903.0,0,256,0,1,157.35,34,2
4,2,15.6,4,8,1,2.3,787.0,0,256,0,1,141.21,34,2
5,2,15.6,4,8,1,1.9,945.0,0,128,0,0,141.21,33,1
4,2,15.6,1,4,1,2.0,449.0,1000,0,0,0,100.45,36,1
2,5,13.3,4,8,1,1.28,2559.0,0,256,1,0,165.63,34,1
5,2,13.3,4,8,1,1.62,649.0,1000,0,1,0,165.63,33,1
6,2,15.6,4,4,4,2.2,469.0,1000,0,0,0,141.21,32,1
6,2,15.6,4,8,1,2.3,850.66,1000,0,0,1,141.21,33,1
2,2,15.6,4,8,1,1.84,1349.0,0,256,0,0,141.21,33,0
10,2,13.3,4,4,1,1.05,1285.0,0,128,0,0,165.63,33,1
6,4,15.6,4,8,4,2.5,1017.0,1000,0,0,1,141.21,33,2
5,1,13.3,14,16,1,1.29,2240.0,0,512,1,0,276.05,34,1
2,2,15.6,4,4,1,2.07,910.0,500,0,0,0,141.21,33,1
10,1,13.3,1,8,1,1.2,1095.0,0,256,0,0,117.83,33,1
6,5,13.3,4,8,1,1.37,1950.0,0,256,1,1,165.63,34,1
3,2,14.0,4,8,1,1.56,902.0,0,256,0,1,157.35,33,1
5,6,15.6,4,8,1,2.23,1778.0,1000,0,0,0,141.21,34,2
6,2,15.6,1,4,1,2.38,1055.0,500,0,0,0,100.45,33,1
6,2,15.6,4,4,4,2.2,479.0,1000,0,0,0,141.21,32,0
10,2,15.6,4,8,1,2.0,1388.0,0,256,0,1,141.21,34,1
6,2,13.3,4,4,1,1.44,735.0,0,180,0,1,165.63,32,1
16,1,15.0,4,16,1,1.23,1849.0,0,256,0,0,146.86,34,2
5,1,12.5,4,8,1,1.6,1690.0,0,256,0,0,176.23,34,1
4,2,15.6,1,4,3,2.0,398.99,1000,0,0,0,100.45,36,1
12,1,13.3,4,8,1,1.28,935.0,0,256,0,1,165.63,33,2
5,2,15.6,4,4,1,2.18,912.5,1000,128,0,0,141.21,33,2
2,2,15.6,4,4,1,2.04,839.0,0,256,0,0,141.21,33,1
2,5,13.3,4,4,1,1.28,1700.0,0,256,1,0,165.63,33,1
2,5,15.6,1,4,1,2.3,684.8,500,0,1,0,100.45,33,1
4,2,14.1,1,4,1,1.65,348.0,0,0,0,0,111.14,29,1
6,2,15.6,4,8,1,2.2,669.0,1000,0,0,1,141.21,34,2
5,2,15.6,1,4,1,2.2,369.0,500,0,0,0,100.45,36,1
2,5,13.3,4,4,1,1.28,1799.0,0,256,1,0,165.63,33,1
5,2,15.6,1,4,3,2.18,455.7,1000,0,0,0,100.45,32,0
4,4,17.3,4,12,1,2.2,1369.9,1000,128,0,0,127.34,33,2
3,3,11.6,1,4,4,1.25,297.0,0,0,0,1,135.09,29,1
6,2,17.3,3,4,1,2.8,379.0,500,0,0,0,106.11,5,0
2,2,14.0,4,4,1,1.95,1265.0,0,128,0,0,157.35,33,1
2,5,13.3,14,16,1,1.42,1399.0,0,256,1,0,276.05,34,1
16,1,15.0,4,8,1,1.17,1699.0,0,256,0,0,146.86,34,1
6,1,14.0,4,8,1,1.32,1799.0,0,256,0,1,157.35,33,1
8,4,17.3,15,16,1,2.43,2649.0,2000,512,0,1,254.67,34,2
10,2,13.3,4,8,1,1.05,1475.0,0,256,0,0,165.63,33,1
5,4,15.6,4,8,3,2.62,929.0,1000,0,0,0,141.21,34,2
2,2,15.6,4,8,1,2.04,900.0,1000,0,0,0,141.21,34,2
5,2,15.6,1,4,1,2.18,614.0,1000,0,0,0,100.45,32,0
5,2,15.6,4,8,1,1.9,935.0,500,0,0,0,141.21,33,1
5,5,13.3,14,8,1,1.24,2013.1,0,512,1,0,276.05,34,1
4,4,17.3,4,32,1,3.58,1279.0,0,512,0,1,127.34,34,2
5,5,13.3,4,16,1,1.22,1649.0,0,256,1,0,165.63,34,1
6,1,14.0,4,8,1,1.13,2049.0,0,0,0,1,157.35,34,1
6,2,15.6,4,8,1,1.95,1962.99,0,512,0,1,141.21,33,1
19,1,15.6,4,16,1,1.08,2099.0,0,512,1,1,141.21,34,1
2,3,12.5,4,8,1,1.26,1483.0,0,512,0,0,176.23,34,1
3,2,15.6,4,4,4,2.2,359.0,0,0,0,1,141.21,29,1
6,2,15.6,4,8,1,2.6,789.0,1000,128,0,1,141.21,33,2
19,1,14.0,4,8,1,0.98,1899.0,0,512,1,1,157.35,34,1
5,2,14.0,4,8,1,1.6,1205.0,0,256,0,0,157.35,33,1
2,1,12.5,15,8,1,1.09,3100.0,0,240,1,0,352.47,31,1
6,2,15.6,4,6,1,2.2,789.0,0,256,0,0,141.21,34,2
2,2,15.6,4,8,1,2.04,1018.99,0,256,0,0,141.21,34,2
3,2,15.6,4,4,1,2.4,499.0,1000,0,0,0,141.21,32,1
6,2,13.3,4,4,1,1.44,881.0,0,128,0,0,165.63,33,1
2,2,13.3,4,8,1,1.49,960.0,0,256,0,0,165.63,33,1
8,4,17.3,4,16,1,2.7,1599.0,1000,256,0,0,127.34,34,2
5,4,15.6,4,16,1,2.6,1349.0,1000,128,0,0,141.21,34,2
8,4,15.6,4,8,1,2.2,1119.91,1000,128,0,0,141.21,33,2
5,2,15.6,1,4,1,2.18,684.99,1000,0,0,0,100.45,33,0
2,1,15.6,4,8,1,1.84,1296.99,0,256,0,0,141.21,34,0
2,1,13.3,14,8,1,1.39,1149.0,0,256,1,0,276.05,34,1
10,2,15.6,4,16,1,2.4,1975.0,0,256,0,1,141.21,34,2
6,5,13.3,4,8,1,1.37,1825.0,0,512,1,1,165.63,33,1
5,2,15.6,1,4,1,1.95,729.9,500,0,0,0,100.45,33,1
6,1,12.5,4,8,1,1.36,1650.0,0,256,0,1,176.23,34,1
2,2,15.6,4,8,1,2.31,1165.0,0,256,0,0,141.21,33,1
5,2,15.6,1,4,1,2.18,708.06,1000,0,0,0,100.45,33,1
2,2,14.0,1,4,1,1.95,1149.0,500,0,0,0,111.94,33,1
6,2,15.6,1,4,1,2.2,309.0,1000,0,0,0,100.45,36,1
2,1,12.5,4,4,1,1.26,1579.0,500,0,0,0,176.23,33,1
2,2,15.6,1,4,4,1.86,288.9,1000,0,0,0,100.45,29,1
6,5,13.3,14,16,1,1.3,1799.0,0,1000,1,1,276.05,34,1
10,2,14.0,4,4,1,1.47,1105.0,0,128,0,1,157.35,33,1
2,3,12.5,4,8,1,1.26,1669.0,0,256,0,0,176.23,33,1
5,2,15.6,1,4,1,2.18,558.6,1000,0,0,0,100.45,32,1
8,4,15.6,4,8,1,2.2,1199.0,1000,128,0,0,141.21,34,2
5,1,14.0,4,8,1,1.36,1639.0,0,256,0,0,157.35,33,1
5,4,17.3,9,16,1,4.36,2758.0,1000,512,0,0,169.78,34,2
2,4,17.3,4,8,1,2.75,1399.0,1000,128,0,1,127.34,33,2
4,2,17.3,3,4,1,2.8,530.0,1000,0,0,0,106.11,36,2
3,2,15.6,1,4,1,2.23,619.0,500,0,0,0,100.45,33,1
10,2,15.6,1,8,1,2.2,1119.0,0,256,0,0,100.45,33,1
6,5,11.3,4,8,1,1.1,1299.0,0,256,1,1,194.95,31,1
6,4,15.6,4,16,1,2.5,999.0,1000,512,0,1,141.21,20,0
5,1,12.5,4,8,1,1.36,1472.2,0,256,1,0,176.23,33,1
6,2,15.6,4,8,4,2.2,685.0,1000,0,0,0,141.21,34,2
5,2,17.3,3,4,1,2.36,659.0,1000,0,0,0,106.11,32,0
3,2,14.0,1,4,4,1.68,349.0,0,0,0,0,111.94,29,1
2,6,15.6,4,8,1,2.0,2249.0,0,8,0,1,141.21,34,2
5,1,14.0,4,8,1,1.36,1775.0,0,256,0,0,157.35,34,1
10,2,13.3,4,8,1,1.2,1460.0,0,256,0,0,165.63,33,1
4,5,12.5,4,8,4,1.2,1159.0,0,0,0,0,176.23,31,1
6,1,14.0,4,8,1,1.7,1488.99,0,256,0,1,157.35,34,1
5,4,17.3,15,16,1,4.36,3154.0,1000,512,0,1,254.67,34,2
5,5,13.3,4,8,1,1.24,1899.0,0,256,1,0,165.63,33,1
2,5,11.6,1,4,1,1.45,775.0,0,256,1,0,135.09,36,1
5,1,13.3,14,8,1,1.3,1268.0,0,256,0,0,276.05,34,1
3,5,11.6,1,4,4,1.25,389.0,0,0,1,1,135.09,29,1
10,2,13.3,4,8,1,1.2,1535.0,0,256,0,0,165.63,33,1
6,1,12.5,4,8,1,1.36,1760.0,0,256,0,1,176.23,33,1
3,2,15.6,4,12,1,2.4,1009.0,1000,128,0,0,141.21,33,2
10,1,12.5,4,8,1,1.1,1790.0,0,512,1,0,176.23,34,1
2,2,15.6,1,8,1,2.04,846.5,1000,0,0,0,100.45,33,2
5,2,15.6,1,4,3,2.25,465.62,1000,0,0,0,100.45,32,0
5,2,15.6,1,4,1,1.9,825.0,500,0,0,0,100.45,33,1
2,2,15.6,4,4,1,2.04,685.0,500,0,0,0,141.21,32,1
5,4,17.3,4,32,1,4.42,3149.0,1000,256,0,1,127.34,34,2
6,2,15.6,4,6,1,2.4,695.0,0,256,0,0,141.21,33,2
5,5,13.3,14,16,1,1.22,1899.0,0,512,1,0,276.05,34,1
5,1,14.0,9,8,1,1.5,1962.98,0,256,1,0,209.8,34,1
5,4,17.3,4,32,1,4.42,2800.0,1000,256,0,0,127.34,34,2
10,2,14.0,4,8,1,1.95,1180.0,0,256,0,0,157.35,33,1
4,4,17.3,4,16,1,2.73,2049.9,1000,256,0,0,127.34,34,2
2,2,15.6,4,8,1,2.04,979.0,1000,128,0,1,141.21,33,2
6,2,14.0,1,4,1,1.7,1002.0,0,0,0,0,111.94,33,1
4,5,15.6,15,16,1,2.3,1799.0,2000,512,1,0,282.42,34,2
2,2,15.6,1,6,1,2.04,579.0,1000,0,0,0,100.45,34,1
4,4,17.3,4,16,1,2.99,1749.0,1000,256,0,0,127.34,34,2
5,5,15.6,4,12,1,2.19,1299.0,0,512,1,1,141.21,34,1
10,2,13.3,4,4,1,1.2,1195.0,0,128,0,0,165.63,33,1
6,2,15.6,4,6,1,2.2,549.0,0,256,0,0,141.21,4,0
18,2,15.6,1,4,1,2.3,649.0,0,256,0,0,100.45,33,1
10,2,14.0,1,4,1,1.75,915.0,500,0,0,0,111.94,33,1
5,2,15.6,1,4,1,2.25,599.0,500,0,0,0,100.45,33,0
2,2,15.6,4,8,1,2.04,806.0,1000,0,0,0,141.21,33,1
6,4,15.6,4,8,1,2.5,1189.0,1000,128,0,1,141.21,34,2
5,2,15.6,1,8,1,2.36,749.0,1000,0,0,0,100.45,34,0
5,2,14.0,4,8,1,1.6,1119.0,0,128,0,0,157.35,33,1
2,3,12.5,4,8,1,0.97,1908.0,0,512,0,0,176.23,31,1
2,2,15.6,4,4,1,2.1,499.0,1000,128,0,0,141.21,32,0
6,2,15.6,1,4,4,1.9,270.62,0,128,0,0,100.45,29,1
6,2,15.6,4,8,1,2.3,1349.0,0,256,0,0,141.21,33,1
5,5,13.3,4,8,1,1.68,889.0,0,256,1,0,165.63,33,1
4,2,13.3,14,8,1,1.4,1150.0,0,256,0,0,276.05,33,1
2,1,13.3,4,8,1,1.11,1349.0,0,256,1,1,165.63,34,1
3,2,15.6,1,4,1,2.4,380.0,500,0,0,0,100.45,36,1
4,4,15.6,4,16,1,2.5,1799.0,1000,256,0,0,141.21,34,2
2,1,14.0,4,8,1,1.48,2089.0,0,512,0,0,157.35,34,1
3,4,15.6,4,8,1,2.7,1260.0,1000,128,0,1,141.21,34,2
2,2,13.3,4,8,1,1.34,1189.0,0,256,0,1,165.63,33,1
5,2,15.6,1,4,1,2.18,547.0,0,128,0,0,100.45,32,1
2,2,14.0,1,4,1,1.64,779.0,500,0,0,0,111.94,33,1
10,2,13.3,4,4,1,1.2,1195.0,0,128,0,0,165.63,33,1
2,2,14.0,1,4,1,1.48,1099.99,0,256,0,0,111.94,33,1
2,2,14.0,4,4,1,1.95,1205.0,0,256,0,0,157.35,33,1
2,1,14.0,4,8,1,1.43,1449.0,0,256,0,0,157.35,34,1
2,2,14.0,4,8,1,1.64,1049.26,0,256,0,0,157.35,33,2
2,2,14.0,1,4,1,1.64,684.0,500,0,0,0,111.94,32,1
5,4,15.6,4,8,1,2.65,949.0,0,0,0,0,141.21,33,2
2,1,12.5,4,4,1,1.26,1539.0,500,0,0,0,176.23,33,1
2,2,14.0,4,4,1,1.48,1590.0,0,256,0,0,157.35,33,1
2,1,14.0,4,8,1,1.54,1887.21,0,256,0,0,157.35,34,1
2,2,13.3,1,4,1,1.49,800.0,500,0,0,0,117.83,32,1
10,2,13.3,1,8,1,1.5,1210.0,0,256,0,0,117.83,33,1
2,2,15.6,1,4,1,2.04,769.99,0,256,0,0,100.45,32,1
6,2,17.3,15,16,1,2.4,2968.0,0,512,0,1,254.67,34,2
10,2,14.0,4,8,1,1.47,1490.0,0,256,0,1,157.35,33,1
2,2,14.0,4,8,1,1.43,2229.0,0,256,0,0,157.35,34,1
5,5,15.6,4,4,1,2.08,795.99,1000,0,1,1,141.21,32,1
10,1,13.3,4,8,1,1.2,1590.0,0,256,0,0,165.63,33,1
2,2,13.3,4,8,1,1.11,1149.0,0,256,0,1,165.63,33,1
2,2,14.0,4,8,1,1.64,1185.43,0,256,0,0,157.35,34,2
5,2,15.6,4,8,1,2.09,1046.44,500,0,0,0,141.21,33,1
2,1,12.5,1,4,1,1.26,1559.0,0,256,0,0,125.37,33,1
2,2,14.0,1,4,1,2.31,1189.0,500,0,0,0,111.94,33,1
2,2,14.0,1,4,1,1.95,1060.0,500,0,0,0,111.94,33,1
5,1,13.3,14,8,1,1.29,1624.0,0,256,1,0,276.05,33,1
2,2,17.3,4,8,1,2.63,1080.0,0,256,0,0,127.34,33,2
2,2,14.0,1,4,1,1.64,973.0,0,256,0,0,111.94,33,1
3,2,15.6,1,6,1,2.1,409.0,1000,0,0,0,100.45,11,0
8,4,17.3,4,8,1,2.7,1191.8,1000,128,0,0,127.34,34,2
2,2,14.0,4,8,1,1.95,1195.0,0,256,0,0,157.35,33,1
2,2,15.6,4,8,1,1.84,1228.99,0,256,0,0,141.21,34,1
2,1,12.5,4,8,1,1.26,1349.0,0,256,0,0,176.23,34,1
2,2,15.6,1,4,1,2.04,742.0,500,0,0,0,100.45,33,1
10,1,14.0,4,8,1,1.47,1725.0,0,256,0,1,157.35,34,1
5,2,15.6,4,8,1,2.09,1062.95,0,256,0,0,141.21,33,1
2,2,14.0,4,8,1,1.64,1010.51,0,256,0,0,157.35,33,1
6,5,15.6,4,4,1,1.8,847.0,0,256,1,1,141.21,34,1
13,2,14.0,1,2,1,1.45,210.8,0,0,0,0,111.94,24,1
10,2,15.6,4,16,1,2.4,1425.0,0,256,0,1,141.21,34,2
6,2,15.6,4,8,1,2.3,1049.6,0,256,0,0,141.21,33,1
2,2,14.0,4,4,1,1.54,1000.0,500,0,0,0,157.35,33,1
2,2,15.6,4,8,1,1.84,2103.34,500,256,0,0,141.21,33,1
2,2,14.0,4,8,1,1.43,1469.0,0,256,0,0,157.35,33,1
8,4,17.3,4,16,1,3.78,1545.64,1000,256,0,1,127.34,34,2
6,4,17.3,4,16,1,4.6,2289.99,1000,128,0,1,127.34,34,2
4,3,11.6,1,4,4,1.2,287.9,0,0,0,0,135.09,29,1
6,2,14.0,9,16,1,1.1,2620.0,0,256,0,1,209.8,34,1
2,2,15.6,4,8,1,1.91,979.0,1000,0,0,1,141.21,34,2
5,5,15.6,4,8,1,2.3,1094.0,0,256,1,1,141.21,33,1
2,2,15.6,1,4,1,2.04,979.0,0,256,0,0,100.45,33,1
5,1,13.3,14,16,1,1.2,2254.0,0,1000,1,0,276.05,34,1
2,2,15.6,1,4,1,2.31,705.15,500,0,0,0,100.45,32,1
2,2,15.6,1,4,4,1.96,499.0,500,0,0,0,100.45,33,1
3,2,15.6,1,8,1,2.4,449.0,1000,0,0,0,100.45,9,0
5,5,13.3,4,12,1,1.6,1299.0,0,256,1,1,165.63,34,1
8,4,15.6,4,16,1,2.94,1819.0,1000,256,0,0,141.21,34,2
2,2,15.6,4,8,1,2.04,1070.0,0,256,0,0,141.21,34,1
4,4,17.3,4,16,4,4.0,998.0,1000,0,0,1,127.34,34,2
5,2,15.6,4,4,1,2.25,559.0,1000,0,0,0,141.21,33,1
