Company,TypeName,ScreenResolution,Ram(GB),OpSys,Weight(kg),HDD,SSD,TouchScreen,IPS,PPI,CpuName,GpuBrand
5,2,4,8,1,1.6,0,256,0,0,157.35,33,1
2,1,15,8,1,1.09,0,240,1,0,352.47,31,1
6,2,4,6,1,2.2,0,256,0,0,141.21,34,2
2,2,4,8,1,2.04,0,256,0,0,141.21,34,2
3,2,4,4,1,2.4,1000,0,0,0,141.21,32,1
6,2,4,4,1,1.44,0,128,0,0,165.63,33,1
2,2,4,8,1,1.49,0,256,0,0,165.63,33,1
8,4,4,16,1,2.7,1000,256,0,0,127.34,34,2
5,4,4,16,1,2.6,1000,128,0,0,141.21,34,2
8,4,4,8,1,2.2,1000,128,0,0,141.21,33,2
5,2,1,4,1,2.18,1000,0,0,0,100.45,33,0
2,1,4,8,1,1.84,0,256,0,0,141.21,34,0
2,1,14,8,1,1.39,0,256,1,0,276.05,34,1
10,2,4,16,1,2.4,0,256,0,1,141.21,34,2
6,5,4,8,1,1.37,0,512,1,1,165.63,33,1
5,2,1,4,1,1.95,500,0,0,0,100.45,33,1
6,1,4,8,1,1.36,0,256,0,1,176.23,34,1
2,2,4,8,1,2.31,0,256,0,0,141.21,33,1
5,2,1,4,1,2.18,1000,0,0,0,100.45,33,1
2,2,1,4,1,1.95,500,0,0,0,111.94,33,1
6,2,1,4,1,2.2,1000,0,0,0,100.45,36,1
2,1,4,4,1,1.26,500,0,0,0,176.23,33,1
2,2,1,4,4,1.86,1000,0,0,0,100.45,29,1
6,5,14,16,1,1.3,0,1000,1,1,276.05,34,1
10,2,4,4,1,1.47,0,128,0,1,157.35,33,1
2,3,4,8,1,1.26,0,256,0,0,176.23,33,1
5,2,1,4,1,2.18,1000,0,0,0,100.45,32,1
8,4,4,8,1,2.2,1000,128,0,0,141.21,34,2
5,1,4,8,1,1.36,0,256,0,0,157.35,33,1
5,4,9,16,1,4.36,1000,512,0,0,169.78,34,2
2,4,4,8,1,2.75,1000,128,0,1,127.34,33,2
4,2,3,4,1,2.8,1000,0,0,0,106.11,36,2
3,2,1,4,1,2.23,500,0,0,0,100.45,33,1
10,2,1,8,1,2.2,0,256,0,0,100.45,33,1
6,5,4,8,1,1.1,0,256,1,1,194.95,31,1
6,4,4,16,1,2.5,1000,512,0,1,141.21,20,0
5,1,4,8,1,1.36,0,256,1,0,176.23,33,1
6,2,4,8,4,2.2,1000,0,0,0,141.21,34,2
5,2,3,4,1,2.36,1000,0,0,0,106.11,32,0
3,2,1,4,4,1.68,0,0,0,0,111.94,29,1
2,6,4,8,1,2.0,0,8,0,1,141.21,34,2
5,1,4,8,1,1.36,0,256,0,0,157.35,34,1
10,2,4,8,1,1.2,0,256,0,0,165.63,33,1
4,5,4,8,4,1.2,0,0,0,0,176.23,31,1
6,1,4,8,1,1.7,0,256,0,1,157.35,34,1
5,4,15,16,1,4.36,1000,512,0,1,254.67,34,2
5,5,4,8,1,1.24,0,256,1,0,165.63,33,1
2,5,1,4,1,1.45,0,256,1,0,135.09,36,1
5,1,14,8,1,1.3,0,256,0,0,276.05,34,1
3,5,1,4,4,1.25,0,0,1,1,135.09,29,1
10,2,4,8,1,1.2,0,256,0,0,165.63,33,1
6,1,4,8,1,1.36,0,256,0,1,176.23,33,1
3,2,4,12,1,2.4,1000,128,0,0,141.21,33,2
10,1,4,8,1,1.1,0,512,1,0,176.23,34,1
2,2,1,8,1,2.04,1000,0,0,0,100.45,33,2
5,2,1,4,3,2.25,1000,0,0,0,100.45,32,0
5,2,1,4,1,1.9,500,0,0,0,100.45,33,1
2,2,4,4,1,2.04,500,0,0,0,141.21,32,1
5,4,4,32,1,4.42,1000,256,0,1,127.34,34,2
6,2,4,6,1,2.4,0,256,0,0,141.21,33,2
5,5,14,16,1,1.22,0,512,1,0,276.05,34,1
5,1,9,8,1,1.5,0,256,1,0,209.8,34,1
5,4,4,32,1,4.42,1000,256,0,0,127.34,34,2
10,2,4,8,1,1.95,0,256,0,0,157.35,33,1
4,4,4,16,1,2.73,1000,256,0,0,127.34,34,2
2,2,4,8,1,2.04,1000,128,0,1,141.21,33,2
6,2,1,4,1,1.7,0,0,0,0,111.94,33,1
4,5,15,16,1,2.3,2000,512,1,0,282.42,34,2
2,2,1,6,1,2.04,1000,0,0,0,100.45,34,1
4,4,4,16,1,2.99,1000,256,0,0,127.34,34,2
5,5,4,12,1,2.19,0,512,1,1,141.21,34,1
10,2,4,4,1,1.2,0,128,0,0,165.63,33,1
6,2,4,6,1,2.2,0,256,0,0,141.21,4,0
18,2,1,4,1,2.3,0,256,0,0,100.45,33,1
10,2,1,4,1,1.75,500,0,0,0,111.94,33,1
5,2,1,4,1,2.25,500,0,0,0,100.45,33,0
2,2,4,8,1,2.04,1000,0,0,0,141.21,33,1
6,4,4,8,1,2.5,1000,128,0,1,141.21,34,2
5,2,1,8,1,2.36,1000,0,0,0,100.45,34,0
5,2,4,8,1,1.6,0,128,0,0,157.35,33,1
2,3,4,8,1,0.97,0,512,0,0,176.23,31,1
2,2,4,4,1,2.1,1000,128,0,0,141.21,32,0
6,2,1,4,4,1.9,0,128,0,0,100.45,29,1
6,2,4,8,1,2.3,0,256,0,0,141.21,33,1
5,5,4,8,1,1.68,0,256,1,0,165.63,33,1
4,2,14,8,1,1.4,0,256,0,0,276.05,33,1
2,1,4,8,1,1.11,0,256,1,1,165.63,34,1
3,2,1,4,1,2.4,500,0,0,0,100.45,36,1
4,4,4,16,1,2.5,1000,256,0,0,141.21,34,2
2,1,4,8,1,1.48,0,512,0,0,157.35,34,1
3,4,4,8,1,2.7,1000,128,0,1,141.21,34,2
2,2,4,8,1,1.34,0,256,0,1,165.63,33,1
5,2,1,4,1,2.18,0,128,0,0,100.45,32,1
2,2,1,4,1,1.64,500,0,0,0,111.94,33,1
10,2,4,4,1,1.2,0,128,0,0,165.63,33,1
2,2,1,4,1,1.48,0,256,0,0,111.94,33,1
2,2,4,4,1,1.95,0,256,0,0,157.35,33,1
2,1,4,8,1,1.43,0,256,0,0,157.35,34,1
2,2,4,8,1,1.64,0,256,0,0,157.35,33,2
2,2,1,4,1,1.64,500,0,0,0,111.94,32,1
5,4,4,8,1,2.65,0,0,0,0,141.21,33,2
2,1,4,4,1,1.26,500,0,0,0,176.23,33,1
2,2,4,4,1,1.48,0,256,0,0,157.35,33,1
2,1,4,8,1,1.54,0,256,0,0,157.35,34,1
2,2,1,4,1,1.49,500,0,0,0,117.83,32,1
10,2,1,8,1,1.5,0,256,0,0,117.83,33,1
2,2,1,4,1,2.04,0,256,0,0,100.45,32,1
6,2,15,16,1,2.4,0,512,0,1,254.67,34,2
10,2,4,8,1,1.47,0,256,0,1,157.35,33,1
2,2,4,8,1,1.43,0,256,0,0,157.35,34,1
5,5,4,4,1,2.08,1000,0,1,1,141.21,32,1
10,1,4,8,1,1.2,0,256,0,0,165.63,33,1
2,2,4,8,1,1.11,0,256,0,1,165.63,33,1
2,2,4,8,1,1.64,0,256,0,0,157.35,34,2
5,2,4,8,1,2.09,500,0,0,0,141.21,33,1
2,1,1,4,1,1.26,0,256,0,0,125.37,33,1
2,2,1,4,1,2.31,500,0,0,0,111.94,33,1
2,2,1,4,1,1.95,500,0,0,0,111.94,33,1
5,1,14,8,1,1.29,0,256,1,0,276.05,33,1
2,2,4,8,1,2.63,0,256,0,0,127.34,33,2
2,2,1,4,1,1.64,0,256,0,0,111.94,33,1
3,2,1,6,1,2.1,1000,0,0,0,100.45,11,0
8,4,4,8,1,2.7,1000,128,0,0,127.34,34,2
2,2,4,8,1,1.95,0,256,0,0,157.35,33,1
2,2,4,8,1,1.84,0,256,0,0,141.21,34,1
2,1,4,8,1,1.26,0,256,0,0,176.23,34,1
2,2,1,4,1,2.04,500,0,0,0,100.45,33,1
10,1,4,8,1,1.47,0,256,0,1,157.35,34,1
5,2,4,8,1,2.09,0,256,0,0,141.21,33,1
2,2,4,8,1,1.64,0,256,0,0,157.35,33,1
6,5,4,4,1,1.8,0,256,1,1,141.21,34,1
13,2,1,2,1,1.45,0,0,0,0,111.94,24,1
10,2,4,16,1,2.4,0,256,0,1,141.21,34,2
6,2,4,8,1,2.3,0,256,0,0,141.21,33,1
2,2,4,4,1,1.54,500,0,0,0,157.35,33,1
2,2,4,8,1,1.84,500,256,0,0,141.21,33,1
2,2,4,8,1,1.43,0,256,0,0,157.35,33,1
8,4,4,16,1,3.78,1000,256,0,1,127.34,34,2
6,4,4,16,1,4.6,1000,128,0,1,127.34,34,2
4,3,1,4,4,1.2,0,0,0,0,135.09,29,1
6,2,9,16,1,1.1,0,256,0,1,209.8,34,1
2,2,4,8,1,1.91,1000,0,0,1,141.21,34,2
5,5,4,8,1,2.3,0,256,1,1,141.21,33,1
2,2,1,4,1,2.04,0,256,0,0,100.45,33,1
5,1,14,16,1,1.2,0,1000,1,0,276.05,34,1
2,2,1,4,1,2.31,500,0,0,0,100.45,32,1
2,2,1,4,4,1.96,500,0,0,0,100.45,33,1
3,2,1,8,1,2.4,1000,0,0,0,100.45,9,0
5,5,4,12,1,1.6,0,256,1,1,165.63,34,1
8,4,4,16,1,2.94,1000,256,0,0,141.21,34,2
2,2,4,8,1,2.04,0,256,0,0,141.21,34,1
4,4,4,16,4,4.0,1000,0,0,1,127.34,34,2
5,2,4,4,1,2.25,1000,0,0,0,141.21,33,1
5,2,4,16,1,2.32,2000,0,0,0,141.21,34,0
8,4,4,16,1,1.8,1000,256,0,0,141.21,34,2
5,1,4,8,1,1.29,0,256,0,0,165.63,34,1
4,4,4,64,1,3.58,0,1000,0,1,127.34,34,2
5,5,4,8,1,1.62,0,256,1,0,165.63,34,1
5,4,15,16,1,3.21,1000,256,0,0,282.42,34,2
1,1,7,8,2,0.92,0,0,0,1,226.42,31,1
5,2,1,4,1,2.06,500,0,0,0,100.45,32,1
2,2,1,4,1,2.31,500,0,0,0,100.45,33,1
2,1,4,8,1,1.26,0,256,0,0,176.23,33,1
2,2,4,8,1,1.49,0,256,0,0,165.63,34,1
6,1,4,8,1,1.3,0,256,1,1,176.23,34,1
6,2,3,8,1,3.0,1000,0,0,0,106.11,33,0
6,2,4,4,1,2.3,1000,0,0,1,141.21,33,2
8,4,4,16,1,3.78,1000,256,0,0,127.34,34,2
6,2,1,4,1,2.1,500,0,0,0,100.45,33,1
2,2,4,4,1,2.31,500,0,0,0,141.21,33,1
6,1,9,8,1,0.99,0,512,1,1,234.98,31,1
6,4,4,32,1,4.6,0,512,0,1,127.34,34,2
6,5,5,4,1,0.69,0,0,1,1,224.17,28,1
2,1,15,16,1,1.3,0,512,0,1,331.26,34,1
5,2,4,8,1,2.18,0,256,0,0,141.21,33,1
2,2,4,4,1,1.54,500,0,0,0,157.35,33,1
2,6,4,8,1,1.9,0,256,0,0,141.21,34,0
6,2,4,8,1,1.7,0,180,0,0,157.35,33,1
2,2,14,4,4,1.29,0,0,0,0,276.05,35,1
3,2,1,4,1,2.4,500,0,0,0,100.45,9,0
5,2,1,4,3,2.2,500,0,0,0,100.45,36,1
2,2,1,4,4,1.86,1000,0,0,0,100.45,32,1
4,4,4,8,1,2.7,1000,256,0,1,127.34,34,2
5,1,4,4,1,1.4,0,256,0,1,165.63,33,0
2,3,1,4,1,2.4,0,128,0,0,125.37,33,1
3,2,4,8,1,2.4,1000,256,0,0,141.21,33,2
5,2,4,8,1,2.36,1000,0,0,0,141.21,33,0
8,4,4,8,1,2.6,0,256,0,0,127.34,34,2
2,2,1,4,1,1.96,1000,0,0,0,100.45,36,1
4,4,4,16,1,4.3,1000,128,0,1,127.34,34,2
5,1,1,4,1,1.5,500,0,0,0,125.37,32,1
5,1,1,4,1,1.5,0,128,0,0,125.37,32,1
3,2,1,4,4,2.2,0,16,0,0,100.45,29,1
2,6,4,8,1,3.0,1000,0,0,1,127.34,34,0
6,4,4,16,1,2.4,0,512,0,0,141.21,34,2
5,1,1,8,1,1.5,0,256,0,0,125.37,33,1
8,4,4,8,1,2.9,1000,128,0,0,127.34,34,2
6,5,4,4,1,2.1,0,256,1,1,141.21,33,1
2,2,4,4,1,2.1,1000,0,0,0,141.21,7,0
4,4,4,16,1,2.59,1000,128,0,1,141.21,34,2
2,2,14,8,1,1.16,0,256,1,0,276.05,31,1
5,2,1,4,1,2.24,500,0,0,0,100.45,33,0
6,2,1,4,1,2.1,0,128,0,0,100.45,32,1
2,1,4,8,1,1.16,0,512,0,0,165.63,34,1
6,5,5,4,4,0.69,0,0,1,1,224.17,28,1
5,1,4,8,1,1.23,0,256,0,0,165.63,34,1
6,4,4,16,1,4.6,0,256,0,1,127.34,34,2
14,1,15,8,1,1.25,0,256,1,0,352.47,34,1
10,1,4,16,1,1.05,0,512,0,0,165.63,34,1
4,4,4,8,1,3.52,1000,128,0,0,127.34,34,2
13,2,4,4,1,1.35,0,0,0,0,165.63,24,1
2,2,4,8,1,1.16,0,256,0,0,165.63,33,1
2,2,4,8,1,1.43,0,256,0,0,157.35,33,1
5,2,1,4,3,2.09,500,0,0,0,100.45,33,1
4,2,1,4,1,2.0,1000,0,0,0,100.45,32,1
6,5,4,8,1,1.8,0,256,1,1,157.35,34,1
6,5,5,4,1,0.69,0,0,1,1,224.17,28,1
2,1,1,8,1,1.26,0,256,0,0,125.37,33,1
6,4,4,8,4,2.4,1000,128,0,1,141.21,33,2
2,4,4,8,1,3.35,1000,128,0,1,127.34,33,2
2,2,1,8,1,2.04,2000,0,0,0,100.45,34,1
6,5,4,8,1,1.8,0,512,1,1,157.35,34,2
4,2,1,4,1,1.5,0,0,0,0,111.94,29,1
2,1,4,8,1,1.84,0,256,0,0,141.21,34,1
3,2,4,4,1,2.23,1000,0,0,0,141.21,33,2
6,2,4,16,1,2.5,0,0,0,0,141.21,34,0
2,6,4,8,1,3.0,0,256,0,1,127.34,34,2
5,2,1,8,1,2.5,1000,0,0,0,100.45,33,0
8,4,4,16,1,3.78,1000,256,0,0,127.34,34,2
2,1,4,8,1,1.88,0,256,0,0,141.21,34,1
6,5,9,16,1,2.8,0,512,1,1,209.8,34,1
8,4,4,8,1,2.4,1000,128,0,0,141.21,34,2
2,5,4,8,1,1.48,0,256,1,0,165.63,33,1
2,6,4,8,1,2.59,0,256,0,1,141.21,34,2
2,5,9,8,1,1.48,0,256,1,0,220.84,34,1
2,6,4,8,1,2.0,0,256,0,0,141.21,34,2
2,1,4,8,1,1.26,0,256,0,0,176.23,34,1
5,2,4,8,1,2.18,0,256,0,0,141.21,34,2
2,2,4,8,1,1.88,0,256,0,0,141.21,33,1
6,5,9,8,1,1.27,0,256,1,1,209.8,34,1
6,2,1,4,4,1.9,1000,0,0,0,100.45,32,1
2,2,1,4,1,1.86,500,0,0,0,100.45,14,0
6,2,4,8,4,2.32,1000,0,0,0,141.21,33,0
5,4,4,8,1,2.62,1000,0,0,0,141.21,34,2
5,2,15,8,1,2.04,0,256,1,1,282.42,33,2
2,2,4,4,1,1.91,0,256,0,0,141.21,8,0
8,4,4,16,1,2.7,1000,256,0,0,127.34,34,2
6,1,4,12,1,1.4,0,512,0,0,157.35,34,1
6,2,4,8,1,2.5,0,0,0,0,141.21,33,0
2,5,9,8,1,1.48,0,512,1,0,220.84,34,1
6,1,4,8,1,1.7,0,256,0,0,157.35,34,1
8,4,4,16,1,1.7,1000,256,0,0,157.35,34,2
2,4,4,8,1,2.62,1000,0,0,1,141.21,34,2
6,2,1,8,1,2.2,1000,0,0,0,100.45,32,1
2,2,1,4,4,2.1,500,0,0,0,100.45,33,1
5,4,15,8,1,2.62,1000,128,0,0,282.42,34,2
6,2,4,8,1,1.95,0,256,0,1,141.21,33,1
6,2,4,4,1,2.2,1000,0,0,0,141.21,32,2
2,2,1,2,1,1.44,0,0,0,0,111.94,29,1
8,4,4,8,1,2.2,1000,0,0,1,141.21,34,2
2,2,4,8,1,1.96,0,256,0,0,141.21,34,1
2,2,4,16,1,2.1,0,512,0,0,141.21,34,1
4,2,1,4,1,2.2,500,0,0,0,100.45,29,1
6,2,1,4,4,2.1,500,0,0,0,100.45,33,1
6,2,4,8,4,2.2,1000,0,0,0,141.21,34,2
4,2,4,4,1,2.0,0,256,0,0,157.35,32,1
6,2,4,4,1,2.32,0,0,0,0,141.21,34,1
6,4,4,16,1,3.31,0,512,0,1,141.21,34,2
8,4,4,16,1,1.91,1000,128,0,0,141.21,34,2
2,2,1,4,1,2.07,500,0,0,0,100.45,32,1
6,5,9,8,1,1.36,0,256,1,1,209.8,33,1
6,1,4,6,1,1.54,0,256,0,0,141.21,34,2
5,2,4,8,3,1.98,0,256,0,0,141.21,34,2
3,2,1,4,1,2.1,500,0,0,0,100.45,29,1
2,2,4,6,1,2.18,1000,0,0,1,141.21,34,2
4,4,4,8,1,2.591,1000,256,0,1,141.21,34,2
5,5,4,16,1,2.09,0,512,1,0,141.21,34,1
3,2,4,4,1,2.23,0,256,0,0,141.21,33,2
5,1,14,8,3,1.23,0,256,1,0,276.05,33,1
3,4,4,16,1,4.2,1000,256,0,1,127.34,34,2
6,4,4,8,1,2.4,1000,0,0,1,141.21,33,2
2,2,1,4,1,1.86,500,0,0,0,100.45,33,1
1,1,7,8,2,0.92,0,0,0,1,226.42,31,1
5,5,4,8,1,1.6,0,256,1,1,165.63,33,1
2,2,4,12,1,2.21,1000,128,0,1,141.21,34,2
6,2,1,4,4,1.9,1000,0,0,0,100.45,32,0
4,4,4,16,1,4.3,1000,512,0,1,127.34,34,2
3,2,1,4,3,2.1,1000,0,0,0,100.45,29,1
8,4,4,16,1,2.43,1000,256,0,0,127.34,34,2
5,2,1,4,1,2.3,0,128,0,0,100.45,32,0
6,2,1,8,4,2.2,500,0,0,0,100.45,34,2
5,5,4,16,1,2.0,0,512,1,0,141.21,34,1
5,1,14,16,1,1.2,0,512,1,0,276.05,34,1
4,4,4,8,1,2.2,1000,0,0,0,141.21,34,2
5,2,4,8,1,2.36,0,256,0,0,141.21,33,0
2,2,1,8,1,1.91,0,256,0,0,100.45,33,1
6,2,1,4,1,2.2,500,0,0,0,100.45,15,0
3,2,3,8,1,3.3,1000,0,0,0,106.11,32,2
4,4,4,16,1,2.2,1000,256,0,0,141.21,34,2
1,1,7,8,2,0.92,0,0,0,1,226.42,31,1
4,2,4,16,1,2.2,1000,128,0,0,141.21,34,2
8,4,4,16,1,2.43,1000,256,0,1,127.34,34,2
5,5,4,8,1,2.191,0,256,1,1,141.21,33,1
4,4,4,16,1,2.9,1000,256,0,0,127.34,34,2
3,3,1,2,4,1.3,0,32,0,0,135.09,29,1
3,2,3,4,1,3.3,1000,0,0,0,106.11,32,2
6,2,3,8,4,2.8,1000,0,0,0,106.11,33,1
6,4,4,8,1,2.6,1000,128,0,1,141.21,34,2
3,5,4,8,1,1.2,0,256,1,1,157.35,34,1
6,2,4,8,1,2.3,0,256,0,1,141.21,34,1
8,4,4,8,1,2.2,1000,128,0,0,141.21,34,2
2,2,4,6,1,2.1,1000,0,0,0,141.21,4,0
5,1,4,8,1,1.26,0,256,1,0,176.23,33,1
5,5,4,4,1,2.08,500,0,1,0,146.86,32,1
4,2,1,4,1,2.65,1000,0,0,0,100.45,36,1
5,1,14,8,1,1.29,0,256,1,0,276.05,34,1
5,2,1,4,3,2.18,1000,0,0,0,100.45,33,1
6,4,4,16,1,2.6,1000,128,1,1,141.21,34,2
8,4,4,8,1,2.2,1000,128,0,0,141.21,34,2
6,3,4,16,1,1.3,0,512,1,1,176.23,34,1
14,4,4,16,1,1.95,0,1000,0,0,157.35,34,2
5,2,1,8,1,2.3,1000,0,1,0,100.45,32,1
8,4,4,16,1,2.7,1000,256,0,0,127.34,34,2
1,1,1,4,2,1.08,0,0,0,0,135.09,33,1
2,2,4,4,1,2.1,1000,0,0,0,141.21,32,1
2,1,9,8,1,1.54,0,256,0,0,209.8,34,1
5,2,1,4,1,2.24,500,0,0,0,100.45,33,1
8,4,4,8,1,2.3,1000,128,0,0,141.21,34,2
6,2,4,16,1,1.4,0,512,0,1,165.63,34,1
6,2,4,6,1,2.2,0,256,0,0,141.21,4,0
4,1,4,8,1,1.45,0,256,0,0,165.63,34,1
3,2,1,4,3,2.4,500,0,0,0,100.45,32,1
5,5,4,16,1,2.77,0,512,1,0,127.34,34,2
2,2,4,4,1,1.54,0,256,0,0,157.35,33,1
4,4,4,16,1,2.5,1000,256,0,1,141.21,34,2
5,2,1,4,1,1.6,500,0,0,0,111.94,33,1
4,4,4,16,1,2.34,1000,256,0,1,141.21,34,2
6,2,4,8,4,2.3,0,256,0,1,141.21,33,1
5,5,14,8,1,1.24,0,256,1,0,276.05,33,1
5,2,1,4,3,2.2,500,0,0,0,100.45,36,1
2,2,1,4,1,1.86,500,0,0,0,100.45,7,0
6,2,4,6,1,2.4,0,128,0,0,141.21,32,2
6,2,4,8,1,1.9,0,256,0,1,157.35,33,1
5,2,1,4,1,2.2,500,0,0,0,100.45,36,1
4,2,1,4,1,2.0,1000,0,0,0,100.45,29,1
4,4,4,16,1,4.0,1000,128,0,1,127.34,34,2
5,2,1,4,1,2.29,500,0,0,0,100.45,32,1
6,2,4,8,1,2.32,0,0,0,0,141.21,34,0
8,4,4,8,1,2.4,1000,128,0,0,141.21,34,2
6,5,4,4,1,1.8,0,128,1,0,157.35,33,1
4,1,4,8,1,1.2,0,512,0,1,165.63,31,1
5,2,1,6,1,2.3,1000,0,0,0,100.45,32,1
3,2,1,4,3,2.4,500,0,0,0,100.45,29,1
5,2,1,2,1,2.2,500,0,0,0,100.45,29,1
6,2,4,8,1,2.6,1000,0,0,1,141.21,34,2
2,2,4,6,1,2.04,0,0,0,0,141.21,10,0
5,2,1,8,3,2.3,1000,0,0,0,100.45,34,0
2,3,1,2,1,1.17,0,0,0,0,135.09,29,1
4,2,1,4,1,2.2,500,0,0,0,100.45,34,2
6,5,4,4,1,1.8,0,128,1,1,157.35,34,1
6,5,14,16,1,1.3,0,512,1,1,276.05,34,1
6,2,1,2,1,1.5,0,0,0,0,111.94,29,1
2,2,1,6,1,2.19,1000,0,0,0,100.45,34,0
4,2,1,4,1,2.2,500,0,0,0,100.45,29,1
4,1,4,8,1,1.2,0,512,0,1,165.63,31,1
5,2,1,6,1,2.3,1000,0,0,0,100.45,32,1
3,2,1,4,3,2.4,500,0,0,0,100.45,29,1
5,2,1,2,1,2.2,500,0,0,0,100.45,29,1
6,2,4,8,1,2.6,1000,0,0,1,141.21,34,2
2,2,4,6,1,2.04,0,0,0,0,141.21,10,0
5,2,1,8,3,2.3,1000,0,0,0,100.45,34,0
2,3,1,2,1,1.17,0,0,0,0,135.09,29,1
4,2,1,4,1,2.2,500,0,0,0,100.45,34,2
6,5,4,4,1,1.8,0,128,1,1,157.35,34,1
6,5,14,16,1,1.3,0,512,1,1,276.05,34,1
6,2,1,2,1,1.5,0,0,0,0,111.94,29,1
2,2,1,6,1,2.19,1000,0,0,0,100.45,34,0
4,2,1,4,1,2.2,500,0,0,0,100.45,29,1
4,1,4,8,1,1.2,0,512,0,1,165.63,31,1
5,2,1,6,1,2.3,1000,0,0,0,100.45,32,1
3,2,1,4,3,2.4,500,0,0,0,100.45,29,1
5,2,1,2,1,2.2,500,0,0,0,100.45,29,1
6,2,4,8,1,2.6,1000,0,0,1,141.21,34,2
2,2,4,6,1,2.04,0,0,0,0,141.21,10,0
5,2,1,8,3,2.3,1000,0,0,0,100.45,34,0
2,3,1,2,1,1.17,0,0,0,0,135.09,29,1
4,2,1,4,1,2.2,500,0,0,0,100.45,34,2
6,5,4,4,1,1.8,0,128,1,1,157.35,34,1
6,5,14,16,1,1.3,0,512,1,1,276.05,34,1
6,2,1,2,1,1.5,0,0,0,0,111.94,29,1
2,2,1,6,1,2.19,1000,0,0,0,100.45,34,0
4,2,1,4,1,2.2,500,0,0,0,100.45,29,1
